frame.number	dis.timestamp	dis.entity_linear_velocity.x	dis.entity_linear_velocity.y	dis.entity_linear_velocity.z	dis.entity_location.x	dis.entity_location.y	dis.entity_location.z
29046	1185.335388000	0	0	0	1307973.54775914	-4320038.0589979	4497702.59780732
30439	1190.337841000	0	0	0	1307973.54775914	-4320038.0589979	4497702.59780732
31863	1195.340288000	0	0	0	1307973.54775914	-4320038.0589979	4497702.59780732
33245	1200.342787000	0	0	0	1307973.54775914	-4320038.0589979	4497702.59780732
34631	1205.345231000	0	0	0	1307973.54775914	-4320038.0589979	4497702.59780732
36026	1210.347713000	0	0	0	1307973.54775914	-4320038.0589979	4497702.59780732
37431	1215.350162000	0	0	0	1307973.54775914	-4320038.0589979	4497702.59780732
38829	1220.352665000	0	0	0	1307973.54775914	-4320038.0589979	4497702.59780732
40225	1225.355115000	0	0	0	1307973.54775914	-4320038.0589979	4497702.59780732
41196	1228.840166000	-46.4703	67.3911	77.7449	1307972.77325451	-4320036.93581276	4497703.89355478
42062	1231.958380000	-46.4722	67.4055	77.7251	1307827.93562028	-4319826.87047594	4497946.15977757
43057	1235.543444000	-46.474	67.4135	77.7232	1307661.41092625	-4319585.3332405	4498224.68534409
43947	1238.728381000	-46.4724	67.4159	77.716	1307513.47485319	-4319370.7416251	4498472.10501681
44947	1242.313457000	-46.4742	67.4239	77.7141	1307346.94969923	-4319129.16679264	4498750.59770036
45874	1245.498369000	-46.4688	67.4143	77.7195	1307199.01333461	-4318914.54215799	4498997.98855724
46918	1249.166855000	-46.4689	67.4199	77.7146	1307028.61513986	-4318667.31092274	4499282.92424632
47960	1252.818644000	-46.4743	67.4401	77.6999	1306858.99121067	-4318421.18271447	4499566.54665558
48844	1256.003569000	-46.4726	67.4425	77.6927	1306711.0542467	-4318206.50633452	4499813.89225355
49853	1259.588653000	-46.4744	67.4506	77.6908	1306544.52815674	-4317964.83629083	4500092.30176061
50739	1262.790252000	-46.4745	67.4555	77.6865	1306395.81627641	-4317749.00243803	4500340.91309777
51621	1265.991787000	-46.4709	67.4484	77.6948	1306247.10429597	-4317533.15299748	4500589.51084186
52487	1269.110004000	-46.4728	67.4627	77.675	1306102.26479664	-4317322.90919141	4500831.62108865
53486	1272.695125000	-46.4746	67.4708	77.6731	1305935.73797099	-4317081.16677088	4501109.96731443
54401	1275.880022000	-46.4729	67.4731	77.6659	1305787.80001585	-4316866.3928812	4501357.22765659
55396	1279.465148000	-46.4747	67.4812	77.664	1305621.27275635	-4316624.61287803	4501635.54097857
56299	1282.666695000	-46.4711	67.4741	77.6723	1305472.55995292	-4316408.68121276	4501884.06681465
57158	1285.784904000	-46.4694	67.4763	77.6652	1305327.7197176	-4316198.35752686	4502126.1072332
58180	1289.453366000	-46.4695	67.482	77.6603	1305157.31922225	-4315950.89865398	4502410.8438746
59196	1293.105157000	-46.4749	67.5022	77.6456	1304987.69301851	-4315704.54385141	4502694.26812847
60089	1296.290077000	-46.4732	67.5046	77.6384	1304839.7540834	-4315489.66985503	4502941.44089605
61086	1299.875176000	-46.475	67.5126	77.6365	1304673.2257887	-4315247.77737111	4503219.65584465
61968	1303.060078000	-46.4733	67.515	77.6293	1304525.286537	-4315032.870174	4503466.79955711
62987	1306.645174000	-46.4751	67.5231	77.6273	1304358.75782755	-4314790.94011797	4503744.98158671
63881	1309.830076000	-46.4734	67.5254	77.6201	1304210.81826345	-4314575.99972249	4503992.09624066
64897	1313.415232000	-46.4752	67.5335	77.6182	1304044.28926547	-4314334.03249871	4504270.24576965
65794	1316.616762000	-46.4753	67.5384	77.6139	1303895.57480517	-4314117.9332666	4504518.62492682
66689	1319.801696000	-46.4736	67.5408	77.6067	1303747.63478864	-4313902.94397722	4504765.69677425
67682	1323.386757000	-46.4754	67.5489	77.6048	1303581.10528485	-4313660.92171769	4505043.79811512
68582	1326.571681000	-46.4737	67.5512	77.5976	1303433.16496636	-4313445.89923563	4505290.8408958
69568	1330.156763000	-46.4755	67.5593	77.5956	1303266.63506437	-4313203.8394131	4505568.9093045
70472	1333.358382000	-46.4719	67.5522	77.604	1303117.9199169	-4312987.6578712	4505817.21641492
71359	1336.493245000	-46.4756	67.569	77.5871	1302972.30282045	-4312775.96467315	4506060.33691046
72235	1339.694816000	-46.4756	67.574	77.5828	1302823.58733604	-4312559.75170506	4506308.61645571
73158	1342.896386000	-46.472	67.5669	77.5911	1302674.8717741	-4312343.52316146	4506556.88239011
74022	1346.031258000	-46.4757	67.5837	77.5742	1302529.25427455	-4312131.78394242	4506799.96256528
74910	1349.216155000	-46.474	67.5861	77.567	1302381.31297671	-4311916.65045338	4507046.9080984
75903	1352.801247000	-46.4758	67.5942	77.5651	1302214.78198027	-4311674.46567971	4507324.8670336
76795	1355.986173000	-46.4741	67.5965	77.5579	1302066.84039882	-4311459.29900807	4507571.78348542
77801	1359.571265000	-46.4759	67.6046	77.5559	1301900.3091461	-4311217.07708426	4507849.70989452
78696	1362.756167000	-46.4742	67.6069	77.5487	1301752.36728522	-4311001.8772323	4508096.59726174
79699	1366.341275000	-46.4759	67.615	77.5468	1301585.83565976	-4310759.6177595	4508374.49071845
80598	1369.542847000	-46.476	67.6199	77.5425	1301437.11898448	-4310543.25793141	4508622.64158381
81515	1372.727750000	-46.4743	67.6223	77.5353	1301289.17671974	-4310328.00921215	4508869.48610604
82504	1376.312863000	-46.4761	67.6303	77.5333	1301122.64464317	-4310085.69473361	4509147.33133128
83396	1379.497760000	-46.4744	67.6327	77.5261	1300974.70210945	-4309870.41283978	4509394.14676061
84395	1383.082851000	-46.4762	67.6408	77.5242	1300808.16979305	-4309628.06122006	4509671.9594468
85295	1386.267756000	-46.4745	67.6431	77.517	1300660.22699458	-4309412.74615396	4509918.74577991
86291	1389.852877000	-46.4726	67.6392	77.5277	1300493.69438251	-4309170.35719501	4510196.52571193
87175	1392.987717000	-46.4726	67.644	77.5235	1300348.07501869	-4308958.39147706	4510439.40729161
88045	1396.105946000	-46.4746	67.6583	77.5037	1300203.23008221	-4308747.5381217	4510680.98361908
89051	1399.691062000	-46.4764	67.6663	77.5018	1300036.69704899	-4308505.09490593	4510958.71594601
89950	1402.892619000	-46.4764	67.6713	77.4975	1299887.97901239	-4308288.57061704	4511206.72251034
90833	1406.094201000	-46.4728	67.6642	77.5058	1299739.26091683	-4308072.03076272	4511454.71544922
91713	1409.229083000	-46.4765	67.681	77.4889	1299593.64095472	-4307859.98672869	4511697.52830174
92601	1412.430623000	-46.4765	67.6859	77.4846	1299444.92256503	-4307643.41547178	4511945.49364144
