frame.number	dis.timestamp	dis.entity_linear_velocity.x	dis.entity_linear_velocity.y	dis.entity_linear_velocity.z	dis.entity_location.x	dis.entity_location.y	dis.entity_location.z
4158	555.775063000	-46.4551	66.4678	78.5446	1335700.13084947	-4359980.5083008	4451077.98412839
4219	555.941806000	-46.4551	66.4681	78.5444	1335692.38803597	-4359969.42909672	4451091.07317332
4295	556.108556000	-46.4551	66.4683	78.5442	1335684.64522153	-4359958.34984953	4451104.16218121
4370	556.275305000	-46.4589	66.4808	78.5314	1335676.90240615	-4359947.27055924	4451117.25115207
4439	556.458736000	-46.4571	66.4785	78.5283	1335668.385304	-4359935.08325001	4451131.64889009
4672	557.042357000	-46.4589	66.4819	78.5304	1335641.28545574	-4359896.3053093	4451177.45998262
4746	557.209131000	-46.4589	66.4822	78.5302	1335633.5426351	-4359885.22577762	4451190.54874604
4820	557.425891000	-46.4572	66.48	78.527	1335623.4769876	-4359870.82236308	4451207.56407942
5067	557.992816000	-46.4535	66.4688	78.5387	1335597.15143601	-4359833.15160483	4451252.06560114
5321	558.576438000	-46.459	66.4843	78.5284	1335570.05149534	-4359794.37207317	4451297.87529227
5401	558.759874000	-46.4572	66.4821	78.5252	1335561.53444113	-4359782.18431261	4451312.27267663
5658	559.343491000	-46.4553	66.4733	78.5399	1335534.43454755	-4359743.40428996	4451358.08198
5722	559.510245000	-46.4553	66.4736	78.5396	1335526.69171396	-4359732.32416345	4451371.17023223
5803	559.693697000	-46.4573	66.4836	78.5239	1335518.1745918	-4359720.13593439	4451385.56717975
6033	560.227242000	-46.4573	66.4844	78.5232	1335493.39753962	-4359684.67916936	4451427.44929101
6273	560.827559000	-46.4573	66.4853	78.5224	1335465.52332891	-4359644.78973038	4451474.56616058
6503	561.394497000	-46.4536	66.474	78.5342	1335439.19771232	-4359607.11598245	4451519.06511297
6739	561.961441000	-46.4573	66.4871	78.5209	1335412.87202274	-4359569.44153329	4451563.56342846
6970	562.545069000	-46.4591	66.4905	78.5231	1335385.77206626	-4359530.65861412	4451609.37024245
7059	562.728509000	-46.4574	66.4883	78.5199	1335377.25492536	-4359518.46952215	4451623.76644834
7272	563.278761000	-46.4554	66.4794	78.5346	1335351.70356219	-4359481.90225612	4451666.95531253
7336	563.445514000	-46.4554	66.4797	78.5344	1335343.96070653	-4359470.82111238	4451680.0426905
7410	563.612257000	-46.4554	66.48	78.5342	1335336.21784994	-4359459.73992554	4451693.13003142
7476	563.779008000	-46.4591	66.4924	78.5214	1335328.47499241	-4359448.65869561	4451706.21733529
7561	563.979107000	-46.4554	66.4805	78.5337	1335319.18358702	-4359435.36124397	4451721.92213449
7623	564.145850000	-46.4554	66.4808	78.5335	1335311.44072744	-4359424.27991922	4451735.00935686
7687	564.295930000	-46.4574	66.4907	78.5178	1335304.47212401	-4359414.30656879	4451746.78765472
7931	564.862870000	-46.4574	66.4916	78.5171	1335278.14644135	-4359376.62977269	4451791.28398722
8160	565.463168000	-46.4575	66.4925	78.5163	1335250.27213713	-4359336.73602006	4451838.39714925
8396	566.046795000	-46.4592	66.4959	78.5184	1335223.17211205	-4359297.94993292	4451884.20124032
8481	566.246892000	-46.4555	66.484	78.5307	1335213.88069144	-4359284.65177788	4451899.90543491
8543	566.396986000	-46.4575	66.494	78.515	1335206.91207745	-4359274.67793869	4451911.68331264
8780	566.963906000	-46.4575	66.4948	78.5143	1335180.58635485	-4359236.99929615	4451956.17805804
9000	567.547520000	-46.4555	66.4861	78.5289	1335153.48630042	-4359198.21185134	4452001.98098209
9077	567.714310000	-46.4555	66.4863	78.5287	1335145.7434209	-4359187.12960423	4452015.06741164
9155	567.914392000	-46.4593	66.4988	78.5159	1335136.45192695	-4359173.83072903	4452030.77095298
9241	568.131150000	-46.4538	66.4845	78.5252	1335126.38626363	-4359159.42392015	4452047.7834032
9474	568.698099000	-46.4576	66.4975	78.5119	1335100.06044596	-4359121.74355063	4452092.27662988
9706	569.265034000	-46.4538	66.4862	78.5237	1335073.7346797	-4359084.06288583	4452136.76963694
9939	569.831991000	-46.4576	66.4993	78.5104	1335047.40884055	-4359046.38151986	4452181.26200703
10179	570.415618000	-46.4594	66.5027	78.5126	1335020.30873016	-4359007.59148047	4452227.06270068
10284	570.615715000	-46.4556	66.4908	78.5248	1335011.0172803	-4358994.29197037	4452242.76573046
10367	570.782497000	-46.4556	66.4911	78.5246	1335003.27438368	-4358983.20893023	4452255.85147828
10449	570.982558000	-46.4594	66.5036	78.5118	1334993.98286922	-4358969.9091034	4452271.55420155
10529	571.182657000	-46.4594	66.5039	78.5116	1334984.69141558	-4358956.60941746	4452287.25708016
10616	571.399407000	-46.4576	66.5017	78.5083	1334974.62566642	-4358942.20130746	4452304.26837767
10864	572.016399000	-46.4594	66.5052	78.5105	1334945.97690744	-4358901.1930531	4452352.6848189
10955	572.216498000	-46.4594	66.5055	78.5102	1334936.6854469	-4358887.89304651	4452368.38742185
11022	572.416598000	-46.4594	66.5058	78.5099	1334927.39398502	-4358874.59297785	4452384.08997143
11099	572.616697000	-46.4557	66.4939	78.5222	1334918.10252181	-4358861.29284714	4452399.79246766
11196	572.816815000	-46.4594	66.5064	78.5094	1334908.81099512	-4358847.99245142	4452415.49470186
11271	573.033593000	-46.4577	66.5043	78.5062	1334898.74523416	-4358833.58379235	4452432.50552733
11505	573.583841000	-46.4557	66.4954	78.5209	1334873.19368129	-4358797.00773653	4452475.68683571
11574	573.733929000	-46.4577	66.5053	78.5052	1334866.22503054	-4358787.03219065	4452487.46324623
11797	574.284179000	-46.4558	66.4965	78.52	1334840.67346485	-4358750.4555375	4452530.64404107
11871	574.450932000	-46.4558	66.4968	78.5197	1334832.93054784	-4358739.3715492	4452543.72897375
11932	574.617692000	-46.4558	66.497	78.5195	1334825.18762992	-4358728.28751782	4452556.81386937
12004	574.817750000	-46.4595	66.5095	78.5067	1334815.89608989	-4358714.9865015	4452572.51556999
12078	574.984529000	-46.4595	66.5098	78.5065	1334808.15316993	-4358703.9023753	4452585.6003841
12158	575.201277000	-46.454	66.4954	78.5158	1334798.08745547	-4358689.49319083	4452602.61079208
12403	575.768231000	-46.4578	66.5085	78.5025	1334771.76150417	-4358651.8066083	4452647.09867736
12638	576.368537000	-46.4578	66.5094	78.5017	1334743.88698144	-4358611.90270853	4452694.20311613
12866	576.952151000	-46.4596	66.5128	78.5039	1334716.78674401	-4358573.10675616	4452739.99872617
12957	577.135601000	-46.4578	66.5106	78.5007	1334708.26951487	-4358560.91356809	4452754.39141078
13176	577.702541000	-46.4579	66.5115	78.4999	1334681.94358928	-4358523.22548878	4452798.87804334
13415	578.286156000	-46.4559	66.5027	78.5146	1334654.84332602	-4358484.42832973	4452844.67261584
13482	578.452907000	-46.4559	66.503	78.5144	1334647.10038685	-4358473.34330713	4452857.75665921
13524	578.553076000	-46.4559	66.5031	78.5143	1334642.45463533	-4358466.69231347	4452865.60710918
13625	578.819758000	-46.4559	66.5035	78.5139	1334630.06594229	-4358448.95618688	4452886.54150767
13691	578.969865000	-46.4579	66.5135	78.4982	1334623.09726545	-4358438.97942312	4452898.31687101
13917	579.520100000	-46.4559	66.5046	78.513	1334597.54560407	-4358402.39830435	4452941.49382624
13985	579.670241000	-46.4579	66.5145	78.4973	1334590.57692374	-4358392.42137768	4452953.26904951
14177	580.153738000	-46.4597	66.5178	78.4996	1334568.12237957	-4358360.27369621	4452991.2118684
14245	580.337184000	-46.4542	66.5034	78.5089	1334559.60519309	-4358348.07980088	4453005.60397909
14469	580.870758000	-46.4542	66.5042	78.5082	1334534.82777312	-4358312.60596183	4453047.47141237
14705	581.454391000	-46.4597	66.5198	78.4979	1334507.72738648	-4358273.80573406	4453093.26331188
14774	581.637824000	-46.4543	66.5054	78.5072	1334499.21019211	-4358261.61146898	4453107.65510463
14995	582.171401000	-46.4543	66.5062	78.5065	1334474.43274918	-4358226.1365543	4453149.52161295
15220	582.738353000	-46.458	66.5193	78.4932	1334448.10666692	-4358188.44384712	4453194.0042318
15459	583.321968000	-46.4598	66.5227	78.4954	1334421.00630638	-4358149.64213299	4453239.79488735
15538	583.522068000	-46.4561	66.5108	78.5076	1334411.71477078	-4358136.33862013	4453255.49447548
15622	583.688816000	-46.4561	66.5111	78.5074	1334403.97180273	-4358125.25224437	4453268.57735523
15689	583.855569000	-46.4598	66.5235	78.4947	1334396.22883376	-4358114.16582553	4453281.66019794
15767	584.039032000	-46.4581	66.5213	78.4915	1334387.71156271	-4358101.97067495	4453296.05119495
15978	584.572592000	-46.4581	66.5221	78.4908	1334362.93407747	-4358066.49377453	4453337.9159956
16199	585.139529000	-46.4544	66.5108	78.5025	1334336.60801241	-4358028.79916042	4453382.39700875
16469	585.739839000	-46.4544	66.5118	78.5017	1334308.73330354	-4357988.88654182	4453429.49395007
16703	586.290107000	-46.4599	66.5273	78.4914	1334283.18145695	-4357952.29944646	4453472.66573148
16742	586.356946000	-46.4599	66.5274	78.4913	1334280.08425133	-4357947.86457462	4453477.8986
16745	586.373472000	-46.4544	66.5128	78.5009	1334279.310011	-4357946.75602855	4453479.20694823
16989	586.957101000	-46.4599	66.5283	78.4905	1334252.20951838	-4357907.95082356	4453524.99456735
17071	587.140542000	-46.4544	66.514	78.4999	1334243.6922907	-4357895.75499422	4453539.38501485
17300	587.674112000	-46.4545	66.5148	78.4992	1334218.91475093	-4357860.27552897	4453581.24760965
17545	588.241069000	-46.4582	66.5278	78.4859	1334192.58856584	-4357822.57798684	4453625.72607032
17789	588.824689000	-46.46	66.5312	78.488	1334165.48809948	-4357783.77129557	4453671.51244537
17872	589.024784000	-46.4562	66.5194	78.5003	1334156.19652762	-4357770.46607626	4453687.21056588
17935	589.191535000	-46.4563	66.5196	78.5001	1334148.45352935	-4357759.37827848	4453700.29222263
18004	589.358285000	-46.46	66.5321	78.4873	1334140.71053017	-4357748.29043761	4453713.37384232
18092	589.575056000	-46.4583	66.5299	78.4841	1334130.6446506	-4357733.87622114	4453730.37988883
18338	590.158674000	-46.4563	66.5211	78.4988	1334103.54415867	-4357695.06832333	4453776.16522613
18401	590.325431000	-46.4563	66.5214	78.4986	1334095.8011542	-4357683.98023253	4453789.24663084
18481	590.492172000	-46.46	66.5338	78.4858	1334088.05814881	-4357672.89209864	4453802.3279985
18559	590.692271000	-46.4563	66.522	78.4981	1334078.76656599	-4357659.58636225	4453818.02567426
18610	590.842358000	-46.4583	66.5319	78.4824	1334071.79783041	-4357649.60683716	4453829.79866276
18679	590.992576000	-46.46	66.5346	78.4852	1334064.82912718	-4357639.62743844	4453841.57187907
18682	591.009099000	-46.4583	66.5321	78.4822	1334064.05482219	-4357638.5185697	4453842.87991552
18935	591.609411000	-46.4546	66.5209	78.4939	1334036.1800596	-4357598.6006935	4453889.97236905
19156	592.142993000	-46.4583	66.5339	78.4807	1334011.40237943	-4357563.11732993	4453931.83157655
19392	592.726613000	-46.4601	66.5373	78.4828	1333984.30183836	-4357524.30710958	4453977.61491609
19460	592.910051000	-46.4546	66.5229	78.4922	1333975.78457593	-4357512.10964021	4453992.00395297
19693	593.460304000	-46.4601	66.5384	78.4819	1333950.23259978	-4357475.51643032	4454035.17047512
19772	593.660397000	-46.4564	66.5266	78.4941	1333940.9409975	-4357462.20977354	4454050.86735919
19821	593.793834000	-46.4601	66.5389	78.4814	1333934.74655384	-4357453.3384993	4454061.33177973
19923	594.010583000	-46.4584	66.5368	78.4782	1333924.68064275	-4357438.92279279	4454078.33654457
20165	594.594198000	-46.4602	66.5402	78.4803	1333897.580066	-4357400.11088336	4454124.11843114
20216	594.744311000	-46.4547	66.5257	78.4897	1333890.61137336	-4357390.13065368	4454135.89084782
20439	595.261181000	-46.4602	66.5412	78.4795	1333866.60794575	-4357355.75367695	4454176.4398839
20502	595.427949000	-46.4602	66.5415	78.4792	1333858.86491342	-4357344.66426764	4454189.52015442
20583	595.644719000	-46.4585	66.5393	78.476	1333848.79899075	-4357330.24801219	4454206.52444702
20814	596.228337000	-46.4602	66.5427	78.4782	1333821.69838283	-4357291.43462484	4454252.30506221
20896	596.411768000	-46.4548	66.5283	78.4875	1333813.18109941	-4357279.23616013	4454266.69324287
21111	596.962014000	-46.4565	66.5317	78.4897	1333787.62906028	-4357242.63996423	4454309.85719631
21176	597.112113000	-46.4585	66.5416	78.474	1333780.66029393	-4357232.65898103	4454321.62893049
21405	597.679049000	-46.4585	66.5425	78.4733	1333754.33399571	-4357194.95334972	4454366.10046712
21661	598.262667000	-46.4603	66.5459	78.4755	1333727.23334905	-4357156.13812254	4454411.87949951
21712	598.429435000	-46.4603	66.5461	78.4752	1333719.49030039	-4357145.04793765	4454424.95910281
21803	598.629528000	-46.4566	66.5343	78.4875	1333710.19866563	-4357131.73974005	4454440.65466136
21875	598.812946000	-46.4586	66.5442	78.4718	1333701.68130574	-4357119.54038997	4454455.04204608
22126	599.413241000	-46.4586	66.5452	78.471	1333673.80632797	-4357079.61505142	4454502.12804586
22344	599.963476000	-46.4603	66.5485	78.4732	1333648.25423501	-4357043.01629617	4454545.28979743
22408	600.130261000	-46.4603	66.5488	78.473	1333640.5111771	-4357031.9256718	4454558.36902262
22498	600.313694000	-46.4586	66.5465	78.4698	1333631.99387035	-4357019.72609803	4454572.75624914
22722	600.863940000	-46.4604	66.5499	78.472	1333606.44176127	-4356983.126575	4454615.91734011
22792	601.047382000	-46.4586	66.5477	78.4688	1333597.92438805	-4356970.92658984	4454630.30417842
23013	601.614320000	-46.4586	66.5486	78.468	1333571.59801718	-4356933.21750129	4454674.77274062
23246	602.197942000	-46.4567	66.5398	78.4827	1333544.49729578	-4356894.3987152	4454720.54871105
23317	602.364687000	-46.4604	66.5522	78.47	1333536.75422576	-4356883.30751348	4454733.6274395
23370	602.498150000	-46.4604	66.5524	78.4698	1333530.55974427	-4356874.43443995	4454744.09031205
23474	602.748227000	-46.4587	66.5503	78.4665	1333518.94518203	-4356857.79762712	4454763.7083706
23712	603.315166000	-46.4587	66.5512	78.4658	1333492.61871776	-4356820.08684153	4454808.17543837
23951	603.898784000	-46.4605	66.5546	78.4679	1333465.51796413	-4356781.26651732	4454853.95008535
24039	604.082236000	-46.455	66.5402	78.4773	1333457.00063492	-4356769.06587245	4454868.33639029
24242	604.599129000	-46.4605	66.5557	78.467	1333432.99705021	-4356734.68141599	4454908.87899107
24313	604.799231000	-46.4605	66.556	78.4667	1333423.70537533	-4356721.37130539	4454924.57290368
24398	604.999323000	-46.4568	66.5441	78.479	1333414.41369916	-4356708.06113276	4454940.2667629
24469	605.166070000	-46.4568	66.5444	78.4788	1333406.67061399	-4356696.96920723	4454953.34486853
24540	605.316208000	-46.455	66.5421	78.4756	1333399.70186972	-4356686.98651908	4454965.11517002
24724	605.799728000	-46.4605	66.5575	78.4654	1333377.24685733	-4356654.81941617	4455003.04124831
24820	605.999821000	-46.4605	66.5579	78.4651	1333367.95517467	-4356641.50893333	4455018.73484061
24894	606.199919000	-46.4605	66.5582	78.4649	1333358.66349071	-4356628.19838846	4455034.42837952
24980	606.400025000	-46.4568	66.5463	78.4771	1333349.37180546	-4356614.88778155	4455050.12186504
25047	606.566779000	-46.4568	66.5466	78.4769	1333341.62871274	-4356603.79549412	4455063.19965926
25124	606.750192000	-46.4588	66.5565	78.4612	1333333.11130559	-4356591.59388814	4455077.58510291
25345	607.317131000	-46.4551	66.5452	78.473	1333306.78482989	-4356553.87978975	4455122.04935433
25580	607.884078000	-46.4588	66.5583	78.4597	1333280.45828173	-4356516.16499049	4455166.51296835
25803	608.467705000	-46.4606	66.5617	78.4618	1333253.35744179	-4356477.34053458	4455212.28405997
25884	608.667799000	-46.4569	66.5498	78.4741	1333244.06574186	-4356464.02922456	4455227.97694044
25949	608.817892000	-46.4589	66.5597	78.4584	1333237.09691852	-4356454.0455193	4455239.74633241
26187	609.384819000	-46.4589	66.5606	78.4577	1333210.77040496	-4356416.32960456	4455284.20902075
26436	609.985117000	-46.4589	66.5615	78.4569	1333182.89522147	-4356376.39443252	4455331.28655908
26676	610.568743000	-46.4607	66.5649	78.459	1333155.79434193	-4356337.56807669	4455377.05601566
26747	610.768837000	-46.457	66.5531	78.4713	1333146.50262844	-4356324.25611527	4455392.74833555
26811	610.935588000	-46.457	66.5533	78.4711	1333138.7595122	-4356313.16269909	4455405.82515839
26873	611.069048000	-46.4607	66.5657	78.4584	1333132.56499372	-4356304.28785399	4455416.28650643
26977	611.319109000	-46.4552	66.5514	78.4676	1333120.95036214	-4356287.64771947	4455435.90170657
27198	611.869381000	-46.4607	66.567	78.4573	1333095.39805705	-4356251.03881289	4455479.05472288
27272	612.069472000	-46.457	66.5551	78.4696	1333086.10633517	-4356237.72644824	4455494.74669572
27333	612.219553000	-46.459	66.565	78.4539	1333079.13749537	-4356227.74195202	4455506.51540696
27572	612.803179000	-46.4607	66.5684	78.4561	1333052.03657383	-4356188.91357569	4455552.28312462
27656	613.003276000	-46.4608	66.5687	78.4558	1333042.74484594	-4356175.60092153	4455567.97484831
27734	613.203373000	-46.457	66.5569	78.4681	1333033.45311676	-4356162.28820533	4455583.6665186
27799	613.353454000	-46.459	66.5668	78.4524	1333026.48427148	-4356152.30344546	4455595.43500291
28037	613.920389000	-46.459	66.5676	78.4516	1333000.15767506	-4356114.58354659	4455639.89426237
28257	614.487328000	-46.4591	66.5685	78.4509	1332973.83100625	-4356076.86294689	4455684.35288436
28499	615.087628000	-46.4554	66.5573	78.4626	1332945.9557862	-4356036.92323191	4455731.42654705
28730	615.654576000	-46.4591	66.5703	78.4493	1332919.62909613	-4355999.20160692	4455775.88428655
28966	616.238197000	-46.4609	66.5737	78.4515	1332892.52811016	-4355960.37012453	4455821.64933083
29051	616.421628000	-46.4591	66.5715	78.4483	1332884.01064588	-4355948.16577001	4455836.03240894
29280	617.005233000	-46.4609	66.5749	78.4505	1332856.90964555	-4355909.33359406	4455881.79685622
29357	617.188667000	-46.4554	66.5605	78.4598	1332848.39223882	-4355897.12922436	4455896.17995556
29586	617.738919000	-46.4572	66.5639	78.462	1332822.83982997	-4355860.51531366	4455939.32866475
29645	617.889044000	-46.4592	66.5738	78.4463	1332815.87096286	-4355850.52949923	4455951.09624134
29861	618.422608000	-46.4592	66.5746	78.4456	1332791.09289048	-4355815.02461054	4455992.93696096
30109	619.039588000	-46.4572	66.5659	78.4603	1332762.44324556	-4355773.971601	4456041.31493557
30182	619.189689000	-46.4555	66.5636	78.4571	1332755.47443424	-4355763.98568697	4456053.0824607
30388	619.723253000	-46.4592	66.5766	78.4439	1332730.69627761	-4355728.47952026	4456094.92204589
30627	620.306871000	-46.461	66.58	78.446	1332703.59521559	-4355689.644359	4456140.68392342
30679	620.440422000	-46.4573	66.5681	78.4584	1332697.40071905	-4355680.76777988	4456151.1438132
30692	620.456943000	-46.4593	66.5778	78.4429	1332696.62639819	-4355679.65815032	4456152.45119491
30917	621.023881000	-46.4555	66.5665	78.4547	1332670.2996727	-4355641.93201193	4456196.9050836
31157	621.590838000	-46.4593	66.5795	78.4414	1332643.97287488	-4355604.2051728	4456241.35833473
31388	622.174448000	-46.461	66.5829	78.4436	1332616.87177804	-4355565.36832294	4456287.11875859
31455	622.341230000	-46.4611	66.5832	78.4433	1332609.12860081	-4355554.27196018	4456300.19304512
31551	622.557982000	-46.4593	66.581	78.4401	1332599.06248979	-4355539.84666528	4456317.18955855
31789	623.141601000	-46.4611	66.5844	78.4423	1332571.96137495	-4355501.00894095	4456362.94922961
31853	623.308369000	-46.4611	66.5847	78.442	1332564.21819258	-4355489.91232834	4456376.02330105
31955	623.525130000	-46.4594	66.5825	78.4388	1332554.15207488	-4355475.48670865	4456393.01953486
32182	624.092063000	-46.4594	66.5834	78.438	1332527.82523184	-4355437.75767264	4456437.47089468
32417	624.675685000	-46.4611	66.5868	78.4402	1332500.72408846	-4355398.91856129	4456483.2293716
32488	624.859115000	-46.4557	66.5724	78.4496	1332492.20663677	-4355386.71201189	4456497.61059454
32712	625.409383000	-46.4612	66.5879	78.4392	1332466.65409314	-4355350.09156215	4456540.75367445
32791	625.592826000	-46.4594	66.5857	78.4361	1332458.13657513	-4355337.88460149	4456555.13450902
33006	626.143076000	-46.4612	66.5891	78.4383	1332432.58401866	-4355301.26352631	4456598.27705043
33089	626.343181000	-46.4612	66.5894	78.438	1332423.29220539	-4355287.9467367	4456613.96521421
33170	626.543279000	-46.4612	66.5897	78.4377	1332414.00039085	-4355274.62988507	4456629.65332459
33267	626.743408000	-46.4575	66.5779	78.45	1332404.70857503	-4355261.3129714	4456645.34138157
33328	626.943471000	-46.4612	66.5903	78.4372	1332395.41669591	-4355247.99579294	4456661.02917626
33414	627.143576000	-46.4612	66.5906	78.4369	1332386.12487755	-4355234.67875522	4456676.71712642
33507	627.343675000	-46.4575	66.5788	78.4492	1332376.83305792	-4355221.36165547	4456692.40502319
33568	627.510433000	-46.4575	66.579	78.449	1332369.08985325	-4355210.26395738	4456705.47816006
33651	627.693839000	-46.4595	66.589	78.4332	1332360.57232299	-4355198.05639972	4456719.8584806
33885	628.277468000	-46.4612	66.5924	78.4354	1332333.47111279	-4355159.21403192	4456765.61415377
33970	628.477564000	-46.4575	66.5805	78.4477	1332324.17928595	-4355145.89658069	4456781.3017479
34031	628.644324000	-46.4575	66.5808	78.4475	1332316.43607528	-4355134.79858969	4456794.37463258
34131	628.827741000	-46.4595	66.5907	78.4317	1332307.91853842	-4355122.59070984	4456808.7546757
34359	629.411357000	-46.4613	66.5941	78.4339	1332280.81730722	-4355083.74731689	4456854.50946617
34445	629.611453000	-46.4576	66.5823	78.4462	1332271.52547319	-4355070.42951418	4456870.19675766
34512	629.778204000	-46.4576	66.5826	78.4459	1332263.78225652	-4355059.33123029	4456883.26939013
34578	629.944948000	-46.4613	66.595	78.4332	1332256.03903897	-4355048.23290333	4456896.34198552
34646	630.111716000	-46.4613	66.5952	78.433	1332248.29582054	-4355037.13453329	4456909.41454381
34731	630.311806000	-46.4576	66.5834	78.4452	1332239.00398206	-4355023.81651349	4456925.10164837
34799	630.478557000	-46.4576	66.5836	78.445	1332231.26076169	-4355012.7180487	4456938.17412507
34865	630.645303000	-46.4613	66.5961	78.4323	1332223.51754044	-4355001.61954083	4456951.24656468
34948	630.845406000	-46.4576	66.5842	78.4445	1332214.22569859	-4354988.30135563	4456966.93352681
35026	631.012152000	-46.4576	66.5845	78.4443	1332206.4824754	-4354977.202753	4456980.00588483
35089	631.178905000	-46.4576	66.5847	78.4441	1332198.73925133	-4354966.1041073	4456993.07820575
35153	631.345648000	-46.4613	66.5971	78.4313	1332190.99602638	-4354955.00541853	4457006.15048958
35238	631.529081000	-46.4596	66.5949	78.4281	1332182.47847383	-4354942.79677112	4457020.52987177
35450	632.062630000	-46.4596	66.5958	78.4274	1332157.7001698	-4354907.28060708	4457062.3608838
35699	632.696315000	-46.4596	66.5967	78.4266	1332128.27592982	-4354865.10461478	4457112.03474339
35930	633.263242000	-46.4597	66.5976	78.4258	1332101.94892181	-4354827.36752402	4457156.47916773
36169	633.846872000	-46.4614	66.601	78.428	1332074.84760868	-4354788.52012103	4457202.23050513
36256	634.030313000	-46.456	66.5866	78.4373	1332066.33010365	-4354776.3109657	4457216.60948423
36471	634.563890000	-46.4597	66.5996	78.4241	1332041.55169543	-4354740.79253148	4457258.43850697
36717	635.164189000	-46.456	66.5884	78.4358	1332013.67609173	-4354700.83414595	4457305.49609526
36939	635.731142000	-46.4597	66.6014	78.4225	1331987.34903955	-4354663.09488785	4457349.93865314
37173	636.314769000	-46.4615	66.6049	78.4247	1331960.24768098	-4354624.24525379	4457395.68806917
37253	636.498222000	-46.4598	66.6026	78.4215	1331951.73009966	-4354612.03519451	4457410.06623549
37478	637.048461000	-46.4578	66.5938	78.4362	1331926.1774153	-4354575.4050262	4457453.20098106
37543	637.198542000	-46.4598	66.6037	78.4206	1331919.20845619	-4354565.41472265	4457464.96469234
37758	637.748789000	-46.4615	66.6071	78.4228	1331893.65569768	-4354528.78375465	4457508.09871487
37828	637.932228000	-46.4598	66.6049	78.4196	1331885.13817009	-4354516.57349068	4457522.47673922
38059	638.515843000	-46.4578	66.5961	78.4343	1331858.03677108	-4354477.72186679	4457568.22444151
38133	638.682596000	-46.4579	66.5964	78.4341	1331850.29350754	-4354466.6212829	4457581.29509328
38193	638.832689000	-46.4561	66.5941	78.4309	1331843.32460273	-4354456.63080222	4457593.05868633
38415	639.349570000	-46.4616	66.6096	78.4206	1331819.32044465	-4354422.21851667	4457633.57732942
38489	639.533019000	-46.4561	66.5952	78.43	1331810.80290783	-4354410.00779788	4457647.95496205
38713	640.083288000	-46.4579	66.5985	78.4322	1331785.25010894	-4354373.37484008	4457691.0872708
38782	640.233391000	-46.4562	66.5963	78.429	1331778.28119752	-4354363.3840338	4457702.8505834
38880	640.483579000	-46.4616	66.6113	78.4191	1331766.66624287	-4354346.73235422	4457722.45589407
39004	640.783651000	-46.4579	66.5996	78.4313	1331752.72838653	-4354326.75047908	4457745.98237801
39067	640.967056000	-46.4599	66.6096	78.4155	1331744.21077944	-4354314.53915013	4457760.35945078
