frame.number	dis.timestamp	dis.entity_linear_velocity.x	dis.entity_linear_velocity.y	dis.entity_linear_velocity.z	dis.entity_location.x	dis.entity_location.y	dis.entity_location.z
27290	1842.459247000	-46.477	68.3436	76.8987	1279468.73689804	-4278411.01819194	4545125.57164525
28333	1846.061053000	-46.4769	68.3491	76.8938	1279301.42072831	-4278164.98003107	4545402.41738976
29344	1849.662830000	-46.4734	68.3427	76.9016	1279134.10457441	-4277918.92200804	4545679.24549102
30369	1853.347979000	-46.4787	68.3628	76.8867	1278962.91533187	-4277667.14751	4545962.46329512
31295	1856.566213000	-46.4769	68.3652	76.8795	1278813.41530385	-4277447.2551995	4546209.78327709
32303	1860.168007000	-46.4734	68.3588	76.8873	1278646.09920393	-4277201.13924945	4546486.5599128
33355	1863.853129000	-46.4787	68.3789	76.8724	1278474.91002075	-4276949.30548575	4546769.72505681
34252	1867.054736000	-46.4787	68.3838	76.8681	1278326.18460371	-4276730.50090918	4547015.71774889
35171	1870.256333000	-46.4787	68.3887	76.8637	1278177.45926497	-4276511.6808416	4547261.69670886
36075	1873.474580000	-46.4733	68.3791	76.8692	1278027.95933089	-4276291.70523295	4547508.94266353
37104	1877.159727000	-46.4786	68.3993	76.8543	1277856.77023995	-4276039.79640879	4547792.0410915
37992	1880.377954000	-46.4733	68.3897	76.8598	1277707.27035198	-4275819.7867951	4548039.25681597
39037	1884.063115000	-46.4786	68.4099	76.8449	1277536.08131635	-4275567.83903392	4548322.32062603
39942	1887.264707000	-46.475	68.4028	76.8533	1277387.35609348	-4275348.93562145	4548568.22548952
40830	1890.416244000	-46.4769	68.417	76.8334	1277240.95467781	-4275133.43706366	4548810.27421432
41841	1894.018033000	-46.4769	68.4225	76.8285	1277073.6388307	-4274887.13450325	4549086.88495527
42836	1897.619795000	-46.4733	68.4161	76.8364	1276906.32301759	-4274640.81209065	4549363.47803887
43861	1901.304981000	-46.4786	68.4363	76.8214	1276735.1341426	-4274388.76709329	4549646.45537039
44764	1904.523198000	-46.4733	68.4267	76.827	1276585.63445103	-4274168.63856338	4549893.56533495
45803	1908.191637000	-46.4768	68.4442	76.8092	1276415.22029191	-4273917.69541942	4550175.22783429
46808	1911.793450000	-46.4732	68.4378	76.8171	1276247.90462583	-4273671.29489207	4550451.75142264
47844	1915.478602000	-46.4785	68.458	76.8021	1276076.71590685	-4273419.16997485	4550734.65764585
48738	1918.680184000	-46.475	68.4509	76.8106	1275927.9909691	-4273200.11265851	4550980.42559359
49602	1921.815059000	-46.4749	68.4557	76.8063	1275782.3644562	-4272985.60369208	4551221.0596917
50493	1924.966625000	-46.4768	68.4699	76.7863	1275635.96336439	-4272769.93852587	4551462.9601792
51497	1928.568385000	-46.4767	68.4754	76.7814	1275468.64789963	-4272523.44556247	4551739.40149665
52502	1932.170163000	-46.4767	68.4809	76.7765	1275301.33248194	-4272276.93275408	4552015.8251466
53516	1935.771949000	-46.4732	68.4745	76.7844	1275134.01711271	-4272030.40010147	4552292.23112797
54534	1939.457123000	-46.4784	68.4947	76.7694	1274962.82870688	-4271778.14000568	4552575.0170145
55419	1942.675336000	-46.4767	68.497	76.7622	1274813.32943736	-4271557.82363642	4552821.95978005
56418	1946.277134000	-46.4731	68.4906	76.7701	1274646.01421724	-4271311.23310906	4553098.31422204
57444	1949.962283000	-46.4784	68.5107	76.7551	1274474.82596812	-4271058.91380115	4553381.04737291
58334	1953.180513000	-46.4766	68.5131	76.7479	1274325.32683888	-4270838.54572357	4553627.94408166
59346	1956.782306000	-46.4731	68.5067	76.7558	1274158.01177949	-4270591.89732787	4553904.24697527
60366	1960.467445000	-46.4784	68.5268	76.7408	1273986.82369895	-4270339.51881433	4554186.9273813
61266	1963.685675000	-46.473	68.5172	76.7463	1273837.32472032	-4270119.09903418	4554433.77802518
62293	1967.370845000	-46.4783	68.5374	76.7314	1273666.13675702	-4269866.68161769	4554716.42376529
63194	1970.589101000	-46.4766	68.5397	76.7241	1273516.63788305	-4269646.22786466	4554963.2441336
64190	1974.190865000	-46.473	68.5333	76.732	1273349.32311563	-4269399.48358691	4555239.46158435
65220	1977.876000000	-46.4783	68.5534	76.7171	1273178.13534066	-4269147.00697562	4555522.05456435
66123	1981.077604000	-46.4747	68.5464	76.7255	1273029.41124304	-4268927.64412603	4555767.55035783
66999	1984.229146000	-46.4765	68.5606	76.7055	1272883.01096269	-4268711.69332526	4556009.19638276
68005	1987.830944000	-46.4765	68.5661	76.7006	1272715.69644632	-4268464.87393381	4556285.34686965
69009	1991.432668000	-46.4729	68.5597	76.7085	1272548.38199951	-4268218.03470973	4556561.47967162
70019	1995.117862000	-46.4782	68.5798	76.6936	1272377.19455936	-4267965.46095802	4556843.98603809
70915	1998.336102000	-46.4764	68.5822	76.6863	1272227.6961512	-4267744.8706819	4557090.68468408
71919	2001.937908000	-46.4728	68.5758	76.6942	1272060.38191509	-4267497.97361694	4557366.765899
72938	2005.623032000	-46.4781	68.5959	76.6792	1271889.19469465	-4267245.34068773	4557649.21948106
73829	2008.841289000	-46.4764	68.5982	76.672	1271739.69648177	-4267024.69873356	4557895.87202766
