frame.number	dis.timestamp	dis.entity_linear_velocity.x	dis.entity_linear_velocity.y	dis.entity_linear_velocity.z	dis.entity_location.x	dis.entity_location.y	dis.entity_location.z
38076	1549.264761000	-46.4778	67.8963	77.2995	1293088.66489115	-4298372.52512451	4522530.48713682
38988	1552.466350000	-46.4742	67.8892	77.3079	1292939.94234891	-4298155.2650246	4522777.84666985
39876	1555.601219000	-46.4778	67.9061	77.2909	1292794.31807512	-4297942.51577356	4523020.03927888
40767	1558.802807000	-46.4779	67.911	77.2866	1292645.5953251	-4297725.22431871	4523267.3711444
41666	1562.004387000	-46.4743	67.9039	77.295	1292496.8725621	-4297507.91732336	4523514.68934853
42523	1565.139251000	-46.4743	67.9087	77.2907	1292351.24807491	-4297295.12215539	4523756.84148749
43402	1568.274138000	-46.4779	67.9255	77.2738	1292205.62351937	-4297082.31189684	4523998.98032369
44295	1571.475727000	-46.4779	67.9305	77.2694	1292056.90048536	-4296864.95813853	4524246.25726932
45175	1574.677307000	-46.4744	67.9234	77.2778	1291908.17744213	-4296647.58884174	4524493.52055064
46051	1577.812169000	-46.478	67.9402	77.2608	1291762.55268422	-4296434.73267229	4524735.61890814
46954	1581.013734000	-46.478	67.9451	77.2565	1291613.82944632	-4296217.33202783	4524982.85451159
47847	1584.215323000	-46.4744	67.938	77.2649	1291465.10620201	-4295999.9158464	4525230.07644855
48724	1587.350210000	-46.4744	67.9428	77.2607	1291319.48124995	-4295787.01377064	4525472.13432082
49604	1590.485067000	-46.4781	67.9597	77.2437	1291173.85623592	-4295574.09660776	4525714.17888534
50499	1593.686657000	-46.4781	67.9646	77.2393	1291025.1327402	-4295356.63367417	4525961.35954838
51378	1596.888267000	-46.4745	67.9575	77.2477	1290876.40924181	-4295139.15520565	4526208.52654199
52262	1600.023119000	-46.4781	67.9743	77.2308	1290730.78404464	-4294926.19214248	4526450.53061267
53142	1603.224693000	-46.4781	67.9792	77.2264	1290582.06036473	-4294708.68233354	4526697.66991807
54041	1606.426275000	-46.4746	67.9721	77.2348	1290433.33668495	-4294491.15699119	4526944.79555186
54918	1609.561152000	-46.4782	67.989	77.2178	1290287.71131295	-4294278.14803227	4527186.75912219
55818	1612.762742000	-46.4782	67.9939	77.2135	1290138.98745729	-4294060.59135262	4527433.85706332
56744	1615.964331000	-46.4746	67.9868	77.2219	1289990.2636046	-4293843.01914109	4527680.94133065
57627	1619.099189000	-46.4746	67.9916	77.2176	1289844.63806605	-4293629.96429094	4527922.86439415
58496	1622.234066000	-46.4782	68.0084	77.2006	1289699.01247457	-4293416.89435868	4528164.77414279
59404	1625.435645000	-46.4783	68.0133	77.1963	1289550.28839849	-4293199.27541044	4528411.81711413
60287	1628.637224000	-46.4747	68.0062	77.2047	1289401.56432912	-4292981.64093235	4528658.84640878
61169	1631.755483000	-46.4729	68.0085	77.1976	1289256.7132203	-4292769.6588325	4528899.42918006
62191	1635.423905000	-46.473	68.0141	77.1926	1289086.30005746	-4292520.24895287	4529182.45084348
63206	1639.092391000	-46.473	68.0198	77.1876	1288915.88682854	-4292270.81842331	4529465.45426855
64233	1642.760838000	-46.473	68.0254	77.1827	1288745.47353495	-4292021.3672446	4529748.43945417
65271	1646.446009000	-46.4784	68.0456	77.1678	1288574.28553874	-4291770.76132452	4530032.69252942
66165	1649.647577000	-46.4748	68.0385	77.1762	1288425.56114306	-4291553.02363311	4530279.63065933
67032	1652.782434000	-46.4748	68.0433	77.172	1288279.93508263	-4291339.80675601	4530521.41062221
67905	1655.917309000	-46.4784	68.0601	77.155	1288134.30897887	-4291126.57480207	4530763.17726269
68794	1659.118916000	-46.4784	68.065	77.1506	1287985.58438957	-4290908.79039036	4531010.07407323
69691	1662.320535000	-46.4748	68.058	77.159	1287836.85981693	-4290690.9904542	4531256.95719932
70572	1665.455382000	-46.4748	68.0628	77.1548	1287691.23358691	-4290477.71263116	4531498.6833014
71458	1668.590246000	-46.4785	68.0796	77.1378	1287545.60731717	-4290264.41973325	4531740.39607825
72349	1671.791824000	-46.4785	68.0845	77.1334	1287396.8825621	-4290046.57308296	4531987.23787619
73242	1674.993398000	-46.4749	68.0774	77.1418	1287248.15782747	-4289828.71091025	4532234.06598677
74146	1678.128283000	-46.4785	68.0942	77.1248	1287102.53144248	-4289615.3721493	4532475.73821659
75042	1681.329857000	-46.4785	68.0991	77.1205	1286953.80657252	-4289397.47866172	4532722.53860258
75928	1684.531420000	-46.4749	68.092	77.1289	1286805.08172579	-4289179.56965325	4532969.32529902
76812	1687.666321000	-46.4785	68.1088	77.1119	1286659.45523383	-4288966.1850338	4533210.95697533
77692	1690.867938000	-46.4785	68.1138	77.1075	1286510.73025746	-4288748.24471355	4533457.71594275
78579	1694.069458000	-46.475	68.1067	77.116	1286362.00530713	-4288530.28887395	4533704.46121844
79457	1697.204341000	-46.4786	68.1235	77.0989	1286216.3787165	-4288316.85840056	4533946.05233475
80351	1700.405949000	-46.4786	68.1284	77.0946	1286067.65364217	-4288098.87125232	4534192.76987697
81245	1703.607509000	-46.475	68.1213	77.103	1285918.92859673	-4287880.86858625	4534439.47372527
82121	1706.742389000	-46.475	68.1261	77.0987	1285773.30191572	-4287667.39226349	4534681.02427507
83018	1709.877283000	-46.4786	68.1429	77.0817	1285627.67520683	-4287453.90087235	4534922.56149042
83903	1713.078846000	-46.4786	68.1478	77.0774	1285478.95001545	-4287235.85151228	4535169.22398193
84790	1716.280423000	-46.475	68.1408	77.0858	1285330.22485673	-4287017.78663642	4535415.87277661
85669	1719.415304000	-46.4786	68.1575	77.0688	1285184.59806847	-4286804.24940195	4535657.36941685
86551	1722.616874000	-46.4786	68.1625	77.0644	1285035.87279886	-4286586.15322472	4535903.99046774
87455	1725.818467000	-46.475	68.1554	77.0729	1284887.14756474	-4286368.04153323	4536150.59781962
88343	1728.953326000	-46.4786	68.1722	77.0558	1284741.52070545	-4286154.45845998	4536392.05387827
89235	1732.154913000	-46.4786	68.1771	77.0515	1284592.7953661	-4285936.31547023	4536638.63348194
90154	1735.356503000	-46.4751	68.17	77.0599	1284444.07006504	-4285718.15696777	4536885.19938438
91041	1738.491385000	-46.4787	68.1868	77.0429	1284298.44314297	-4285504.52806032	4537126.61485495
91943	1741.692944000	-46.4787	68.1917	77.0385	1284149.71774237	-4285286.33826271	4537373.15300476
