frame.number	dis.timestamp	dis.entity_linear_velocity.x	dis.entity_linear_velocity.y	dis.entity_linear_velocity.z	dis.entity_location.x	dis.entity_location.y	dis.entity_location.z
38031	880.685217000	-46.4666	66.9806	78.0949	1320611.64965365	-4338311.01849966	4476511.61208125
38280	881.268828000	-46.4647	66.9719	78.1096	1320584.54429083	-4338271.94769322	4476557.17037899
38312	881.385614000	-46.4666	66.9817	78.0939	1320579.12322239	-4338264.13345351	4476566.28191252
38528	881.902482000	-46.4684	66.985	78.0962	1320555.11555955	-4338229.52719691	4476606.63293268
38601	882.085913000	-46.4629	66.9706	78.1056	1320546.59677913	-4338217.24764948	4476620.95108669
38824	882.636182000	-46.4684	66.9861	78.0952	1320521.04025188	-4338180.40820755	4476663.90495631
38899	882.836276000	-46.4647	66.9743	78.1075	1320511.74699504	-4338167.01201191	4476679.5245121
38967	883.003048000	-46.4647	66.9746	78.1073	1320504.00259311	-4338155.84840096	4476692.54069767
39043	883.186447000	-46.4667	66.9844	78.0915	1320495.48374626	-4338143.56833965	4476706.85837142
39285	883.770060000	-46.4684	66.9879	78.0937	1320468.37834773	-4338104.49527764	4476752.41471347
39350	883.936832000	-46.4684	66.9881	78.0935	1320460.63394199	-4338093.3314261	4476765.43069044
39421	884.120283000	-46.463	66.9738	78.1029	1320452.11515244	-4338081.05130211	4476779.74834454
39625	884.637162000	-46.4684	66.9892	78.0925	1320428.10745506	-4338046.44286127	4476820.09747082
39720	884.820593000	-46.4667	66.987	78.0893	1320419.5886009	-4338034.16233683	4476834.41474299
39946	885.387526000	-46.4667	66.9878	78.0886	1320393.25765326	-4337996.20430763	4476878.66828259
40195	885.971133000	-46.4685	66.9913	78.0907	1320366.15222339	-4337957.12926077	4476924.22290358
40260	886.137908000	-46.4685	66.9915	78.0905	1320358.4078087	-4337945.96484213	4476937.23838881
40341	886.338011000	-46.4648	66.9797	78.1028	1320349.11453477	-4337932.56756384	4476952.85700584
40406	886.504752000	-46.4648	66.98	78.1026	1320341.37011859	-4337921.40305069	4476965.8724091
40488	886.671500000	-46.4648	66.9802	78.1024	1320333.62570173	-4337910.23849458	4476978.88777512
40544	886.821588000	-46.4631	66.9779	78.0992	1320326.65575894	-4337900.19043888	4476990.60161122
40770	887.371813000	-46.4648	66.9813	78.1014	1320301.09916812	-4337863.34697055	4477033.55198949
40815	887.488623000	-46.4668	66.9911	78.0858	1320295.6780823	-4337855.53163015	4477042.66256861
41019	888.005485000	-46.4648	66.9823	78.1006	1320271.67040399	-4337820.92070104	4477083.00957191
41087	888.172233000	-46.4648	66.9825	78.1004	1320263.92598105	-4337809.75575828	4477096.02460263
41157	888.338987000	-46.4648	66.9828	78.1001	1320256.18155743	-4337798.59077256	4477109.03959609
41233	888.505762000	-46.4648	66.9831	78.0999	1320248.43713314	-4337787.42574388	4477122.05455231
41305	888.689176000	-46.4668	66.993	78.0842	1320239.91826171	-4337775.14412307	4477136.37087375
41548	889.272773000	-46.4685	66.9964	78.0863	1320212.81278498	-4337736.06609901	4477181.92291301
41629	889.439546000	-46.4685	66.9966	78.0861	1320205.06835691	-4337724.90082975	4477194.93766059
41714	889.656307000	-46.4668	66.9944	78.0829	1320195.00062007	-4337710.38595663	4477211.85677333
41950	890.239929000	-46.4686	66.9979	78.085	1320167.89512965	-4337671.30706048	4477257.4080563
42024	890.390039000	-46.4631	66.9835	78.0945	1320160.92517385	-4337661.25817736	4477269.12117487
42233	890.923584000	-46.4632	66.9843	78.0937	1320136.14301178	-4337625.52832424	4477310.76752116
42303	891.090399000	-46.4632	66.9845	78.0935	1320128.39857703	-4337614.36262968	4477323.7818999
42514	891.557229000	-46.4669	66.9974	78.0803	1320106.71413158	-4337583.09837559	4477360.22187825
42750	892.157538000	-46.4669	66.9983	78.0795	1320078.83416645	-4337542.90112684	4477407.07299966
42982	892.741168000	-46.4686	67.0017	78.0816	1320051.72864069	-4337503.81997534	4477452.62232663
43051	892.924601000	-46.4632	66.9874	78.0911	1320043.20981191	-4337491.53735619	4477466.93781698
43282	893.474854000	-46.4686	67.0029	78.0807	1320017.65313971	-4337454.68869921	4477509.88369544
43375	893.674945000	-46.465	66.9911	78.093	1320008.35983018	-4337441.28915264	4477525.50034535
43443	893.841707000	-46.465	66.9913	78.0928	1320000.61538434	-4337430.12274926	4477538.51410935
43504	894.008466000	-46.465	66.9916	78.0925	1319992.87093784	-4337418.95630293	4477551.52783608
43590	894.191877000	-46.4669	67.0015	78.0768	1319984.35204199	-4337406.67312271	4477565.84280509
43833	894.758808000	-46.4632	66.9902	78.0886	1319958.02096551	-4337368.70688473	4477610.08922585
43993	895.159082000	-46.4669	67.003	78.0755	1319939.43427164	-4337341.90673392	4477641.32157362
44211	895.675940000	-46.465	66.9941	78.0903	1319915.42649737	-4337307.28967883	4477681.66326406
44272	895.842687000	-46.465	66.9944	78.0901	1319907.6820435	-4337296.12275997	4477694.67658094
44349	896.009455000	-46.4687	67.0068	78.0773	1319899.93758895	-4337284.95579814	4477707.68986056
44434	896.226224000	-46.467	67.0046	78.074	1319889.86981771	-4337270.43872469	4477724.60706495
44660	896.776474000	-46.4687	67.008	78.0762	1319864.31310172	-4337233.58726084	4477767.5505089
44743	896.976577000	-46.4687	67.0083	78.076	1319855.01977627	-4337220.1866936	4477783.16627353
44827	897.176698000	-46.465	66.9965	78.0883	1319845.72644986	-4337206.78606449	4477798.78198452
44850	897.226859000	-46.467	67.0061	78.0727	1319843.40307118	-4337203.43571657	4477802.6856696
44861	897.243376000	-46.465	66.9966	78.0882	1319842.6286537	-4337202.31910707	4477803.98713963
44928	897.410134000	-46.4687	67.0089	78.0754	1319834.88419353	-4337191.15178441	4477817.00010626
45010	897.593581000	-46.467	67.0067	78.0722	1319826.36528267	-4337178.86764024	4477831.31423916
45255	898.177157000	-46.4688	67.0101	78.0744	1319799.25968047	-4337139.78158728	4477876.85931483
45340	898.360597000	-46.467	67.0079	78.0712	1319790.74076623	-4337127.49722575	4477891.17325918
45568	898.944214000	-46.4688	67.0113	78.0733	1319763.63515329	-4337088.41048118	4477936.71773496
45649	899.144313000	-46.4688	67.0116	78.0731	1319754.34181742	-4337075.00924382	4477952.33291833
45745	899.344411000	-46.4651	66.9998	78.0854	1319745.0484806	-4337061.60794459	4477967.94804804
45813	899.511162000	-46.4651	67.0001	78.0852	1319737.30401203	-4337050.44008068	4477980.96054518
45895	899.677905000	-46.4688	67.0125	78.0723	1319729.55954279	-4337039.27217382	4477993.97300506
45966	899.861335000	-46.4671	67.0102	78.0692	1319721.04062195	-4337026.98738702	4478008.28658052
46215	900.461632000	-46.4671	67.0111	78.0684	1319693.16053683	-4336986.78243693	4478055.13102196
46456	901.078618000	-46.4688	67.0146	78.0705	1319664.50602407	-4336945.46022182	4478103.27636481
46544	901.295376000	-46.4671	67.0124	78.0672	1319654.43822645	-4336930.94145075	4478120.19209662
46801	901.878998000	-46.4652	67.0037	78.082	1319627.33257249	-4336891.85206013	4478165.73427702
46872	902.029081000	-46.4671	67.0136	78.0663	1319620.36251321	-4336881.80027653	4478177.44484504
47080	902.612706000	-46.4689	67.017	78.0684	1319593.25684901	-4336842.71022443	4478222.98645157
47175	902.829531000	-46.4671	67.0148	78.0652	1319583.18904346	-4336828.19093962	4478239.9017377
47374	903.329719000	-46.4635	67.0035	78.0771	1319559.95565549	-4336794.68472768	4478278.93699082
47516	903.663274000	-46.4635	67.004	78.0767	1319544.46668591	-4336772.34690367	4478304.96016664
47710	904.130102000	-46.4672	67.0168	78.0634	1319522.78209946	-4336741.07358065	4478341.39227841
47951	904.730419000	-46.4635	67.0056	78.0752	1319494.90201456	-4336700.86487378	4478388.23349551
48180	905.264003000	-46.4672	67.0186	78.0619	1319470.11960728	-4336665.12299717	4478429.86937763
48415	905.830909000	-46.4672	67.0194	78.0612	1319443.78838042	-4336627.14706158	4478474.10738601
48672	906.464588000	-46.4635	67.0083	78.0729	1319414.35933506	-4336584.70272187	4478523.54929443
48912	907.031538000	-46.4672	67.0213	78.0596	1319388.0280306	-4336546.72553289	4478567.78618061
49133	907.615155000	-46.469	67.0247	78.0617	1319360.92229686	-4336507.63097068	4478613.32387426
49228	907.815250000	-46.4653	67.0129	78.074	1319351.6289196	-4336494.22705299	4478628.93673231
49285	907.965338000	-46.4636	67.0106	78.0709	1319344.65890054	-4336484.17409508	4478640.64631624
50335	911.617143000	-46.4691	67.0309	78.0563	1319175.05420273	-4336239.53965389	4478925.56957932
51227	914.802032000	-46.4674	67.0333	78.0491	1319027.13392857	-4336026.16601183	4479174.04977751
52221	918.370456000	-46.4675	67.0388	78.0443	1318861.40095922	-4335787.07950506	4479452.43552845
53224	921.955569000	-46.4693	67.0469	78.0425	1318694.89326429	-4335546.85608401	4479732.10512702
54107	925.140469000	-46.4677	67.0493	78.0353	1318546.97221876	-4335333.43158369	4479980.541185
55096	928.708882000	-46.4677	67.0548	78.0305	1318381.23838875	-4335094.28809633	4480258.87747753
56111	932.277308000	-46.4678	67.0603	78.0257	1318215.50426419	-4334855.12494288	4480537.19669689
57113	935.862437000	-46.466	67.0563	78.0364	1318048.99541376	-4334614.82451974	4480816.79944891
57972	938.980622000	-46.468	67.0707	78.0167	1317904.17114618	-4334405.80267767	4481059.97449157
58975	942.565710000	-46.4698	67.0787	78.0148	1317737.66174587	-4334165.46514233	4481339.54501689
59880	945.750642000	-46.4681	67.0811	78.0076	1317589.73919177	-4333951.93926959	4481587.89305582
60876	949.319046000	-46.4682	67.0866	78.0028	1317424.00367864	-4333712.68220656	4481866.13072442
61890	952.904149000	-46.4663	67.0826	78.0135	1317257.49343939	-4333472.28743842	4482145.6515396
62759	956.022381000	-46.4684	67.097	77.9938	1317112.66796902	-4333263.18354102	4482388.75531208
63753	959.590777000	-46.4684	67.1025	77.989	1316946.93163333	-4333023.86988282	4482666.94381528
64745	963.175873000	-46.4703	67.1106	77.9872	1316780.42057142	-4332783.41825711	4482946.41523227
65649	966.360780000	-46.4686	67.113	77.98	1316632.4965476	-4332569.79103323	4483194.675221
66639	969.929221000	-46.4687	67.1185	77.9752	1316466.7593949	-4332330.42041835	4483472.81423077
67632	973.514312000	-46.4668	67.1144	77.9859	1316300.24751599	-4332089.91157186	4483752.23592005
68517	976.632512000	-46.4688	67.1288	77.9662	1316155.42062574	-4331880.70845632	4483995.25347102
69519	980.217615000	-46.4706	67.1369	77.9643	1315988.90822296	-4331640.16251184	4484274.64291276
70411	983.402503000	-46.469	67.1393	77.9571	1315840.98301323	-4331426.45150072	4484522.83007273
71405	986.987649000	-46.4708	67.1473	77.9552	1315674.47002483	-4331185.86789002	4484802.18673213
72310	990.172511000	-46.4691	67.1497	77.948	1315526.54435139	-4330972.12359762	4485050.34495419
73304	993.757620000	-46.4709	67.1578	77.9461	1315360.03090459	-4330731.50272663	4485329.66924782
74191	996.942526000	-46.4692	67.1602	77.9389	1315212.10477163	-4330517.72515521	4485577.79852864
75198	1000.527620000	-46.4711	67.1682	77.937	1315045.59074869	-4330277.06662322	4485857.0900323
76087	1003.712512000	-46.4694	67.1706	77.9298	1314897.66416039	-4330063.2557751	4486105.19036852
77079	1007.280944000	-46.4658	67.1641	77.9376	1314731.92420854	-4329823.67963285	4486383.15070049
78106	1010.932728000	-46.4713	67.1843	77.923	1314562.31144243	-4329578.48523623	4486667.58742786
78999	1014.117679000	-46.4696	67.1867	77.9158	1314414.38416249	-4329364.6232481	4486915.64327125
80001	1017.702736000	-46.4677	67.1827	77.9265	1314247.86891566	-4329123.86989691	4487194.8523152
80891	1020.820970000	-46.4661	67.185	77.9194	1314103.03917068	-4328914.45432817	4487437.68511372
81889	1024.472734000	-46.4716	67.2052	77.9048	1313933.42538479	-4328669.18363496	4487722.055446
82793	1027.657659000	-46.4699	67.2076	77.8976	1313785.49721967	-4328455.2551074	4487970.05337978
83785	1031.242774000	-46.4717	67.2157	77.8957	1313618.98098115	-4328214.42685834	4488249.19723377
84677	1034.427676000	-46.47	67.2181	77.8885	1313471.05237973	-4328000.46506452	4488497.16620771
85673	1038.012765000	-46.4718	67.2261	77.8866	1313304.53559132	-4327759.59916892	4488776.27725067
86565	1041.197652000	-46.4701	67.2285	77.8794	1313156.60655782	-4327545.60411113	4489024.21726141
87560	1044.782808000	-46.472	67.2366	77.8775	1312990.08934651	-4327304.70097457	4489303.29591032
88455	1047.967683000	-46.4703	67.239	77.8703	1312842.15988512	-4327090.67265508	4489551.20695453
89449	1051.536070000	-46.4704	67.2445	77.8655	1312676.41666838	-4326850.85266062	4489828.95497759
90442	1055.121220000	-46.4685	67.2404	77.8763	1312509.89872705	-4326609.89235089	4490107.98382923
91322	1058.239410000	-46.4705	67.2548	77.8565	1312365.06658865	-4326400.29658117	4490350.65968286
92326	1061.824503000	-46.4686	67.2508	77.8673	1312198.54817989	-4326159.29920433	4490629.65624187
93199	1064.942712000	-46.4669	67.2531	77.8601	1312053.71569807	-4325949.67139739	4490872.30421727
94222	1068.594499000	-46.4724	67.2733	77.8455	1311884.09872276	-4325704.15215581	4491156.45808623
95135	1071.779421000	-46.4707	67.2757	77.8383	1311736.16778977	-4325490.00686529	4491404.26722144
96125	1075.364512000	-46.4726	67.2837	77.8364	1311569.64845095	-4325248.93462435	4491683.19854125
97009	1078.549479000	-46.4709	67.2861	77.8292	1311421.71710906	-4325034.75608253	4491930.97869479
